CODE;Label - English;Label - French;Label - German
PS2103V;In the next five years, it will be more pleasant to live in this city: somewhat agree;Dans les cinq prochaines années, il sera plus agréable à vivre dans la ville: Plutôt d'accord;In den nächsten fünf Jahren wird es angenehmer sein, in dieser Stadt zu wohnen: Stimme eher zu
PS2104V;In the next five years, it will be more pleasant to live in this city: somewhat disagree;Dans les cinq prochaines années, il sera plus agréable à vivre dans la ville: Plutôt pas d'accord;In den nächsten fünf Jahren wird es angenehmer sein, in dieser Stadt zu wohnen: Stimme eher nicht zu
PS2105V;In the next five years, it will be more pleasant to live in this city: strongly disagree;Dans les cinq prochaines années, il sera plus agréable à vivre dans la ville: Pas d'accord du tout;In den nächsten fünf Jahren wird es angenehmer sein, in dieser Stadt zu wohnen: Stimme überhaupt nicht zu
PS2106V;In the next five years, it will be more pleasant to live in this city: don't know / no answer;Dans les cinq prochaines années, il sera plus agréable à vivre dans la ville: Ne sait pas/sans réponse;In den nächsten fünf Jahren wird es angenehmer sein, in dieser Stadt zu wohnen: Weiß nicht/keine Antwort
PS3014V;You have difficulty paying your bills at the end of the month: rarely or never;Vous éprouvez des difficultés à payer vos factures à la fin du mois: Rarement ou jamais;Sie haben Schwierigkeiten, am ende des Monats Rechnungen zu bezahlen: Selten oder nie
PS3024V;You feel safe in the neighborhood you live in: rarely or never;Je me sens en sécurité dans mon quartier: Rarement ou jamais;Ich fühle mich sicher in meiner Nachbarschaft: Selten oder nie
PS3042V;Health care services offered by doctors and hospitals in this city: very satisfied;Les services de santé, les médecins et les hôpitaux : Très satisfait;Zufriedenheit mit der Gesundheitsversorgung (durch Ärzte und Krankenhäuser): Sehr zufrieden
PS3043V;Health care services offered by doctors and hospitals in this city: rather satisfied;Les services de santé, les médecins et les hôpitaux : Plutôt satisfait;Zufriedenheit mit der Gesundheitsversorgung (durch Ärzte und Krankenhäuser): Eher zufrieden
PS3044V;Health care services offered by doctors and hospitals in this city: rather unsatisfied;Les services de santé, les médecins et les hôpitaux : Plutôt pas satisfait;Zufriedenheit mit der Gesundheitsversorgung (durch Ärzte und Krankenhäuser): Eher unzufrieden
PS3045V;Health care services offered by doctors and hospitals in this city: not at all satisfied;Les services de santé, les médecins et les hôpitaux : Pas satisfait du tout;Zufriedenheit mit der Gesundheitsversorgung (durch Ärzte und Krankenhäuser): Überhaupt nicht zufrieden
PS3046V;Health care services offered by doctors and hospitals in this city: don't know / no answer;Les services de santé, les médecins et les hôpitaux : Ne sait pas/sans réponse;Zufriedenheit mit der Gesundheitsversorgung (durch Ärzte und Krankenhäuser): Weiß nicht/keine Antwort
PS3052V;The beauty of streets and buildings in your neighborhood: very satisfied;La beauté des rues et des edifices dans votre quartier: Très satisfait;Schönheit der Straßen und Gebäude in ihrer Nachbarschaft: Sehr zufrieden
PS3053V;The beauty of streets and buildings in your neighborhood: rather satisfied;La beauté des rues et des edifices dans votre quartier: Plutôt satisfait;Schönheit der Straßen und Gebäude in ihrer Nachbarschaft: Eher zufrieden
PS3054V;The beauty of streets and buildings in your neighborhood: rather unsatisfied;La beauté des rues et des edifices dans votre quartier: Plutôt pas satisfait;Schönheit der Straßen und Gebäude in ihrer Nachbarschaft: Eher unzufrieden
PS3055V;The beauty of streets and buildings in your neighborhood: not at all satisfied;La beauté des rues et des edifices dans votre quartier: Pas satisfait du tout;Schönheit der Straßen und Gebäude in ihrer Nachbarschaft: Überhaupt nicht zufrieden
PS3056V;The beauty of streets and buildings in your neighborhood: don't know / no answer;La beauté des rues et des edifices dans votre quartier: Ne sait pas/sans réponse;Schönheit der Straßen und Gebäude in ihrer Nachbarschaft: Weiß nicht/keine Antwort
PS3062V;Public spaces in this city such as markets, squares, pedestrian areas: very satisfied;Les espaces publics comme les marchés, les squares, les zones piétonnes: Très satisfait;Öffentliche Räume in in der Stadt wie Märkte, Plätze, Fußgängerzonen: Sehr zufrieden
PS3063V;Public spaces in this city such as markets, squares, pedestrian areas: rather satisfied;Les espaces publics comme les marchés, les squares, les zones piétonnes: Plutôt satisfait;Öffentliche Räume in in der Stadt wie Märkte, Plätze, Fußgängerzonen: Eher zufrieden
PS3064V;Public spaces in this city such as markets, squares, pedestrian areas: rather unsatisfied;Les espaces publics comme les marchés, les squares, les zones piétonnes: Plutôt pas satisfait;Öffentliche Räume in in der Stadt wie Märkte, Plätze, Fußgängerzonen: Eher unzufrieden
PS3065V;Public spaces in this city such as markets, squares, pedestrian areas: not at all satisfied;Les espaces publics comme les marchés, les squares, les zones piétonnes: Pas satisfait du tout;Öffentliche Räume in in der Stadt wie Märkte, Plätze, Fußgängerzonen: Überhaupt nicht zufrieden
PS3066V;Public spaces in this city such as markets, squares, pedestrian areas: don't know / no answer4;Les espaces publics comme les marchés, les squares, les zones piétonnes: Ne sait pas/sans réponse;Öffentliche Räume in in der Stadt wie Märkte, Plätze, Fußgängerzonen: Weiß nicht/keine Antwort
PS3072V;Outdoor recreation outside / around this city, such as walking, cycling or picnicking : very satisfied;Satisfaction à l'égard des loisirs de plein air (tels que marche ou cyclisme): Très satisfait;Freizeitaktivitäten im Freien in dieser Stadt, wie Spazierengehen und Fahrradfahren: Sehr zufrieden
PS3073V;Outdoor recreation outside / around this city, such as walking, cycling or picnicking : rather satisfied;Satisfaction à l'égard des loisirs de plein air (tels que marche ou cyclisme): Plutôt satisfait;Freizeitaktivitäten im Freien in dieser Stadt, wie Spazierengehen und Fahrradfahren: Eher zufrieden
PS3074V;Outdoor recreation outside / around this city, such as walking, cycling or picnicking : rather unsatisfied;Satisfaction à l'égard des loisirs de plein air (tels que marche ou cyclisme): Plutôt pas satisfait;Freizeitaktivitäten im Freien in dieser Stadt, wie Spazierengehen und Fahrradfahren: Eher unzufrieden
PS3075V;Outdoor recreation outside / around this city, such as walking, cycling or picnicking : not at all satisfied;Satisfaction à l'égard des loisirs de plein air (tels que marche ou cyclisme): Pas satisfait du tout;Freizeitaktivitäten im Freien in dieser Stadt, wie Spazierengehen und Fahrradfahren: Überhaupt nicht zufrieden
PS3076V;Outdoor recreation outside / around this city, such as walking, cycling or picnicking : don't know / no answer;Satisfaction à l'égard des loisirs de plein air (tels que marche ou cyclisme): Ne sait pas/sans réponse;Freizeitaktivitäten im Freien in dieser Stadt, wie Spazierengehen und Fahrradfahren: Weiß nicht/keine Antwort
PS3082V;The presence of foreigners is good for this city: strongly agree;La présence d'étrangers est bénéfique pourla ville: Tout à fait d'accord;Die Anwesenheit von Ausländern ist gut für die Stadt: Stimme sehr zu
PS3083V;The presence of foreigners is good for this city: somewhat agree;La présence d'étrangers est bénéfique pourla ville: Plutôt d'accord;Die Anwesenheit von Ausländern ist gut für die Stadt: Stimme eher zu
PS3084V;The presence of foreigners is good for this city: somewhat disagree;La présence d'étrangers est bénéfique pourla ville: Plutôt pas d'accord;Die Anwesenheit von Ausländern ist gut für die Stadt: Stimme eher nicht zu
PS3085V;The presence of foreigners is good for this city: strongly disagree;La présence d'étrangers est bénéfique pourla ville: Pas d'accord du tout;Die Anwesenheit von Ausländern ist gut für die Stadt: Stimme überhaupt nicht zu
PS3086V;The presence of foreigners is good for this city: don't know / no answer;La présence d'étrangers est bénéfique pourla ville: Ne sait pas/sans réponse;Die Anwesenheit von Ausländern ist gut für die Stadt: Weiß nicht/keine Antwort
PS3092V;Generally speaking, most people in this city can be trusted: strongly agree;En général, on peut faire confiance à la plupart des gens en ville: Tout à fait d'accord;Im Allgemeinen kann man den Menschen in dieser Stadt trauen: Stimme sehr zu
PS3093V;Generally speaking, most people in this city can be trusted: somewhat agree;En général, on peut faire confiance à la plupart des gens en ville: Plutôt d'accord;Im Allgemeinen kann man den Menschen in dieser Stadt trauen: Stimme eher zu
PS3094V;Generally speaking, most people in this city can be trusted: somewhat disagree;En général, on peut faire confiance à la plupart des gens en ville: Plutôt pas d'accord;Im Allgemeinen kann man den Menschen in dieser Stadt trauen: Stimme eher nicht zu
PS3095V;Generally speaking, most people in this city can be trusted: strongly disagree;En général, on peut faire confiance à la plupart des gens en ville: Pas d'accord du tout;Im Allgemeinen kann man den Menschen in dieser Stadt trauen: Stimme überhaupt nicht zu
PS3096V;Generally speaking, most people in this city can be trusted: don't know / no answer;En général, on peut faire confiance à la plupart des gens en ville: Ne sait pas/sans réponse;Im Allgemeinen kann man den Menschen in dieser Stadt trauen: Weiß nicht/keine Antwort
PS3112V;In this city, poverty is a problem: strongly agree;La pauvreté constitue un problème: Tout à fait d'accord;Armut ist ein Problem: Stimme sehr zu
PS3113V;In this city, poverty is a problem: somewhat agree;La pauvreté constitue un problème: Plutôt d'accord;Armut ist ein Problem: Stimme eher zu
PS3114V;In this city, poverty is a problem: somewhat disagree;La pauvreté constitue un problème: Plutôt pas d'accord;Armut ist ein Problem: Stimme eher nicht zu
PS3115V;In this city, poverty is a problem: strongly disagree;La pauvreté constitue un problème: Pas d'accord du tout;Armut ist ein Problem: Stimme überhaupt nicht zu
PS3116V;In this city, poverty is a problem: don't know / no answer;La pauvreté constitue un problème: Ne sait pas/sans réponse;Armut ist ein Problem: Weiß nicht/keine Antwort
PS3122V;"This city is committed to the fight against climate change (e.g; reducing energy consumption in housing or promoting alternatives to transport by car): strongly agree";La ville participe au combat contre le changement climatique (par exemple: efficacité énergétique, transports propres): Tout à fait d'accord;Die Stadt fühlt sich verpflichtet im Kampf gegen den Klimawandel: Stimme sehr zu
PS3123V;"This city is committed to the fight against climate change (e.g; reducing energy consumption in housing or promoting alternatives to transport by car): somewhat agree";La ville participe au combat contre le changement climatique (par exemple: efficacité énergétique, transports propres) Plutôt d'accord;Die Stadt fühlt sich verpflichtet im Kampf gegen den Klimawandel: Stimme eher zu
PS3124V;"This city is committed to the fight against climate change (e.g; reducing energy consumption in housing or promoting alternatives to transport by car): somewhat disagree";La ville participe au combat contre le changement climatique (par exemple: efficacité énergétique, transports propres) Plutôt pas d'accord;Die Stadt fühlt sich verpflichtet im Kampf gegen den Klimawandel: Stimme eher nicht zu
PS3125V;"This city is committed to the fight against climate change (e.g; reducing energy consumption in housing or promoting alternatives to transport by car): strongly disagree";La ville participe au combat contre le changement climatique (par exemple: efficacité énergétique, transports propres): Pas d'accord du tout;Die Stadt fühlt sich verpflichtet im Kampf gegen den Klimawandel: Stimme überhaupt nicht zu
PS3126V;"This city is committed to the fight against climate change (e.g; reducing energy consumption in housing or promoting alternatives to transport by car): don't know / no answer";La ville participe au combat contre le changement climatique (par exemple: efficacité énergétique, transports propres): Ne sait pas/sans réponse;Die Stadt fühlt sich verpflichtet im Kampf gegen den Klimawandel: Weiß nicht/keine Antwort
PS3132V;This city is a healthy city to live in: strongly agree;La ville est une ville de vivre en bonne santé: Tout à fait d'accord;Die Stadt ist eine gesunde Stadt zum Leben: Stimme sehr zu
PS3133V;This city is a healthy city to live in: somewhat agree;La ville est une ville de vivre en bonne santé: Plutôt d'accord;Die Stadt ist eine gesunde Stadt zum Leben: Stimme eher zu
PS3134V;This city is a healthy city to live in: somewhat disagree;La ville est une ville de vivre en bonne santé: Plutôt pas d'accord;Die Stadt ist eine gesunde Stadt zum Leben: Stimme eher nicht zu
PS3135V;This city is a healthy city to live in: strongly disagree;La ville est une ville de vivre en bonne santé: Pas d'accord du tout;Die Stadt ist eine gesunde Stadt zum Leben: Stimme überhaupt nicht zu
PS3136V;This city is a healthy city to live in: don't know / no answer;La ville est une ville de vivre en bonne santé: Ne sait pas/sans réponse;Die Stadt ist eine gesunde Stadt zum Leben: Weiß nicht/keine Antwort
PS3142V;You have difficulty paying your bills at the end of the month: always;Vous éprouvez des difficultés à payer vos factures à la fin du mois: Toujours;Sie haben Schwierigkeiten, am ende des Monats Rechnungen zu bezahlen: Immer
PS3143V;You have difficulty paying your bills at the end of the month: sometimes;Vous éprouvez des difficultés à payer vos factures à la fin du mois: Parfois;Sie haben Schwierigkeiten, am ende des Monats Rechnungen zu bezahlen: Manchmal
PS3144V;You have difficulty paying your bills at the end of the month: rarely;Vous éprouvez des difficultés à payer vos factures à la fin du mois: Rarement;Sie haben Schwierigkeiten, am ende des Monats Rechnungen zu bezahlen: Selten
PS3145V;You have difficulty paying your bills at the end of the month: never;Vous éprouvez des difficultés à payer vos factures à la fin du mois: Jamais;Sie haben Schwierigkeiten, am ende des Monats Rechnungen zu bezahlen: Nie
PS3146V;You have difficulty paying your bills at the end of the month: don't know / no answer;Vous éprouvez des difficultés à payer vos factures à la fin du mois: Ne sait pas/sans réponse;Sie haben Schwierigkeiten, am ende des Monats Rechnungen zu bezahlen: Weiß nicht/keine Antwort
PS3501V;Within the last 12 months, would you say you had difficulties to pay your bills at the end of the month: most of the time;Diriez-vous que vous avez eu des difficultés à payer vos factures à la fin du mois au cours des 12 derniers mois: la plupart du temps;Würden Sie sagen, dass Sie in den letzten 12 Monaten Schwierigkeiten hatten, Ihre Rechnungen am Monatsende zu begleichen? Meistens
PS3502V;Within the last 12 months, would you say you had difficulties to pay your bills at the end of the month: from time to time;Diriez-vous que vous avez eu des difficultés à payer vos factures à la fin du mois au cours des 12 derniers mois: parfois;Würden Sie sagen, dass Sie in den letzten 12 Monaten Schwierigkeiten hatten, Ihre Rechnungen am Monatsende zu begleichen? Gelegentlich
PS3503V;Within the last 12 months, would you say you had difficulties to pay your bills at the end of the month: almost never/never;Diriez-vous que vous avez eu des difficultés à payer vos factures à la fin du mois au cours des 12 derniers mois: presque jamais/jamais;Würden Sie sagen, dass Sie in den letzten 12 Monaten Schwierigkeiten hatten, Ihre Rechnungen am Monatsende zu begleichen? So gut wie nie/nie
PS3504V;Within the last 12 months, would you say you had difficulties to pay your bills at the end of the month: don't know/no answer/refuses;Diriez-vous que vous avez eu des difficultés à payer vos factures à la fin du mois au cours des 12 derniers mois : je ne sais pas/n'ai pas d'avis/refuse de répondre;Würden Sie sagen, dass Sie in den letzten 12 Monaten Schwierigkeiten hatten, Ihre Rechnungen am Monatsende zu begleichen? Weiß nicht/keine Angaben/möchte keine Angaben machen
PS3151V;Minutes per day spent travelling to work/training place: less than 10 minutes;Durée du trajet quotidien pour se rendre au travail ou dans un établissement éducatif (en minutes): Moins de 10 minutes;Minuten pro Tag für die Fahrt zur Arbeit/Ausbildung: Unter 10 Minuten
PS3152V;Minutes per day spent travelling to work/training place: 10-20 minutes;Durée du trajet quotidien pour se rendre au travail ou dans un établissement éducatif (en minutes): 10-20 minutes;Minuten pro Tag für die Fahrt zur Arbeit/Ausbildung: 10-20 Minuten
PS3153V;Minutes per day spent travelling to work/training place: 20-30 minutes;Durée du trajet quotidien pour se rendre au travail ou dans un établissement éducatif (en minutes): 20-30 minutes;Minuten pro Tag für die Fahrt zur Arbeit/Ausbildung: 20-30 Minuten
PS3154V;Minutes per day spent travelling to work/training place: 30-45 minuts;Durée du trajet quotidien pour se rendre au travail ou dans un établissement éducatif (en minutes): 30-45 minutes;Minuten pro Tag für die Fahrt zur Arbeit/Ausbildung: 30-45 Minuten
PS3155V;Minutes per day spent travelling to work/training place: 45-60 minutes;Durée du trajet quotidien pour se rendre au travail ou dans un établissement éducatif (en minutes): 45-60 minutes;Minuten pro Tag für die Fahrt zur Arbeit/Ausbildung: 45-60 Minuten
PS3156V;Minutes per day spent travelling to work/training place: more than 60 minutes;Durée du trajet quotidien pour se rendre au travail ou dans un établissement éducatif (en minutes): Plus de 60 minutes;Minuten pro Tag für die Fahrt zur Arbeit/Ausbildung: Über 60 Minuten
PS3157V;Minutes per day spent travelling to work/training place: does not cummute, work from home;Durée du trajet quotidien pour se rendre au travail ou dans un établissement éducatif (en minutes): travail à domicile;Minuten pro Tag für die Fahrt zur Arbeit/Ausbildung: kein Pendler, Arbeit von zu Hause
PS3158V;Minutes per day spent travelling to work or training place: no work or training;Durée du trajet quotidien pour se rendre au travail ou dans un établissement éducatif (en minutes): pas de travail;Minuten pro Tag für die Fahrt zur Arbeit/Ausbildung: keine Arbeit oder Ausbildung
PS3159V;Minutes per day spent travelling to work/training place: don't know / no answer;Durée du trajet quotidien pour se rendre au travail ou dans un établissement éducatif (en minutes): ne sait pas/sans réponse;Minuten pro Tag für die Fahrt zur Arbeit/Ausbildung: Weiß nicht/keine Antwort
PS3161V;Means of transport primarily used to go to work/training place: public transport;Moyens de transport les plus utilisés pour se rendre au travail ou dans un établissement éducatif: transports publics;Hauptsächlich für die Fahrt zur Arbeitsstelle oder Ausbildungseinrichtung genutzte Verkehrsmittel: Öffentliche Verkehrsmittel
PS3162V;Means of transport primarily used to go to work/training place: car;Moyens de transport les plus utilisés pour se rendre au travail ou dans un établissement éducatif: voiture;Hauptsächlich für die Fahrt zur Arbeitsstelle oder Ausbildungseinrichtung genutzte Verkehrsmittel: Auto
PS3163V;Means of transport primarily used to go to work/training place: bicycle;Moyens de transport les plus utilisés pour se rendre au travail ou dans un établissement éducatif: vélo;Hauptsächlich für die Fahrt zur Arbeitsstelle oder Ausbildungseinrichtung genutzte Verkehrsmittel: Fahrrad
PS3164V;Means of transport primarily used to go to work/training place: walking;Moyens de transport les plus utilisés pour se rendre au travail ou dans un établissement éducatif: marche;Hauptsächlich für die Fahrt zur Arbeitsstelle oder Ausbildungseinrichtung genutzte Verkehrsmittel: zu Fuss
PS3165V;Means of transport primarily used to go to work/training place: motorcycle;Moyens de transport les plus utilisés pour se rendre au travail ou dans un établissement éducatif: motocycle;Hauptsächlich für die Fahrt zur Arbeitsstelle oder Ausbildungseinrichtung genutzte Verkehrsmittel: Motorrad
PS3166V;Means of transport primarily used to go to work/training place: other;Moyens de transport les plus utilisés pour se rendre au travail ou dans un établissement éducatif: d'autres secteurs;Hauptsächlich für die Fahrt zur Arbeitsstelle oder Ausbildungseinrichtung genutzte Verkehrsmittel: sonstige
PS3167V;Means of transport primarily used to go to work/training place: don't know / no answer;Moyens de transport les plus utilisés pour se rendre au travail ou dans un établissement éducatif: ne sait pas/sans réponse;Hauptsächlich für die Fahrt zur Arbeitsstelle oder Ausbildungseinrichtung genutzte Verkehrsmittel: Weiß nicht/keine Antwort
PS3168V;Means of transport primarily used to go to work/training place: train;Moyens de transport les plus utilisés pour se rendre au travail ou dans un établissement éducatif: train;Hauptsächlich für die Fahrt zur Arbeitsstelle oder Ausbildungseinrichtung genutzte Verkehrsmittel: Zug
PS3169V;Means of transport primarily used to go to work/training place: ship or boat;Moyens de transport les plus utilisés pour se rendre au travail ou dans un établissement éducatif: navire ou bateau;Hauptsächlich für die Fahrt zur Arbeitsstelle oder Ausbildungseinrichtung genutzte Verkehrsmittel: Schiff oder Boot
PS3170V;Means of transport primarily used to go to work/training place: none;Moyens de transport les plus utilisés pour se rendre au travail ou dans un établissement éducatif: aucun;Hauptsächlich für die Fahrt zur Arbeitsstelle oder Ausbildungseinrichtung genutzte Verkehrsmittel: keiner
PS3505V;Means of transport most often used: car;Moyen de transport le plus souvent utilisé: voiture;Transportmittel, das Sie am häufigsten nutzen: Auto
PS3506V;Means of transport most often used: motorcycle;Moyen de transport le plus souvent utilisé: moto;Transportmittel, das Sie am häufigsten nutzen: Motorrad
PS3507V;Means of transport most often used: bicycle;Moyen de transport le plus souvent utilisé: vélo;Transportmittel, das Sie am häufigsten nutzen: Fahrrad
PS3508V;Means of transport most often used: foot;Moyen de transport le plus souvent utilisé: à pied;Transportmittel, das Sie am häufigsten nutzen: Ich gehe zu Fuß
PS3509V;Means of transport most often used: train;Moyen de transport le plus souvent utilisé: train;Transportmittel, das Sie am häufigsten nutzen: Zug
PS3510V;Means of transport most often used: urban public transport;Moyen de transport le plus souvent utilisé: transport publics urbains;Transportmittel, das Sie am häufigsten nutzen: städtische Nahverkehrsmittel
PS3511V;Means of transport most often used: other;Moyen de transport le plus souvent utilisé: autre;Transportmittel, das Sie am häufigsten nutzen: sonstige
PS3512V;Means of transport most often used: do not commute;Moyen de transport le plus souvent utilisé: ne me déplace pas;Transportmittel, das Sie am häufigsten nutzen: Ich pendle nicht
PS3513V;Means of transport most often used: don't know / no answer / refuses;Moyen de transport le plus souvent utilisé: je ne sais pas/n'ai pas d'avis/refuse de répondre;Transportmittel, das Sie am häufigsten nutzen: weiß nicht/keine Angaben/möchte keine Angaben machen
PS3171V;How often do you use public transport in this city?: never;Fréquence d'utilisation des transports publics: jamais;Wie oft nutzen sie öffentliche Verkehrsmittel in der Stadt: Nie
PS3172V;How often do you use public transport in this city?: less than once a month;Fréquence d'utilisation des transports publics: moins d'une fois par mois;Wie oft nutzen sie öffentliche Verkehrsmittel in der Stadt: Weniger als einmal im Monat
PS3173V;How often do you use public transport in this city?: more than once a month;Fréquence d'utilisation des transports publics: plus d'une fois par mois;Wie oft nutzen sie öffentliche Verkehrsmittel in der Stadt: Mehr als ein Mal monatlich
PS3174V;How often do you use public transport in this city?: at least once a week, but not every day;Fréquence d'utilisation des transports publics: au moins une fois par semaine (mais pas tous les jours);Wie oft nutzen sie öffentliche Verkehrsmittel in der Stadt: Mindestens einmal pro Woche (aber nicht täglich)
PS3175V;How often do you use public transport in this city?: every day;Fréquence d'utilisation des transports publics: tous les jours;Wie oft nutzen sie öffentliche Verkehrsmittel in der Stadt: Täglich
PS3176V;How often do you use public transport in this city?: don't know / no answer;Fréquence d'utilisation des transports publics: ne sait pas/sans réponse;Wie oft nutzen sie öffentliche Verkehrsmittel in der Stadt: Weiß nicht/keine Antwort
PS3181V;Why don't you use public transport?: not frequent enough;Raisons de ne pas utiliser les transports publics: pas assez fréquent;Gründe, weshalb keine öffentlichen Verkehrsmittel genutzt werden: Fahren nicht häufig genug
PS3182V;Why don't you use public transport?: too congested;Raisons de ne pas utiliser les transports publics: trop saturés;Gründe, weshalb keine öffentlichen Verkehrsmittel genutzt werden: Sind zu überlastet
PS3183V;Why don't you use public transport?: time schedule is not reliable;Raisons de ne pas utiliser les transports publics: horaires variables et peu fiables;Gründe, weshalb keine öffentlichen Verkehrsmittel genutzt werden: Fahrplan nicht zuverlässig
PS3184V;Why don't you use public transport?: not adapted to my itinerary;Raisons de ne pas utiliser les transports publics: pas adaptées à mon itinéraire;Gründe, weshalb keine öffentlichen Verkehrsmittel genutzt werden: Auf meiner Reise nicht geeignet
PS3185V;Why don't you use public transport? not easy to access;Raisons de ne pas utiliser les transports publics: pas facile d'y acceder;Gründe, weshalb keine öffentlichen Verkehrsmittel genutzt werden: keineinfacher Zugang vom Wohnort oder zum Zielort
PS3186V;Why don't you use public transport? not safe;Raisons de ne pas utiliser les transports publics: peu sûrs;Gründe, weshalb keine öffentlichen Verkehrsmittel genutzt werden: Nicht sicher
PS3187V;Why don't you use public transport?: I do not like public transport;Raisons de ne pas utiliser les transports publics: Je n'aime pas d'utiliser les transport publics;Gründe, weshalb keine öffentlichen Verkehrsmittel genutzt werden: Ich mag keine öffentlichen Verkehrsmittel
PS3188V;Why don't you use public transport?: too expensive;Raisons de ne pas utiliser les transports publics: trop cher;Gründe, weshalb keine öffentlichen Verkehrsmittel genutzt werden: Zu teuer
PS3189V;Why don't you use public transport?: other;Raisons de ne pas utiliser les transports publics: autre;Gründe, weshalb keine öffentlichen Verkehrsmittel genutzt werden: andere
PS3191V;Why don't you use public transport?: don't know / no answer;Raisons de ne pas utiliser les transports publics: ne sait pas/sans réponse;Gründe, weshalb keine öffentlichen Verkehrsmittel genutzt werden: Weiß nicht/keine Antwort
PS3211V;Most important in my city: urban safety;Plus important pour la ville: sécurité urbaine;Die wichtigsten Probleme in ihrer Stadt: Sicherheit
PS3212V;Most important in my city: air pollution;Plus important pour la ville: pollution atmosphérique;Die wichtigsten Probleme in ihrer Stadt: Luftverschmutzung
PS3213V;Most important in my city: noise;Plus important pour la ville: bruit;Die wichtigsten Probleme in ihrer Stadt: Lärm
PS3214V;Most important in my city: public transport;Plus important pour la ville: transports publics;Die wichtigsten Probleme in ihrer Stadt: Öffentliche Verkehrsmittel
PS3215V;Most important in my city: health services;Plus important pour la ville: services de santé;Die wichtigsten Probleme in ihrer Stadt: Gesundheitsdienste
PS3216V;Most important in my city: social services;Plus important pour la ville: services sociaux;Die wichtigsten Probleme in ihrer Stadt: Soziale Dienstleistungen
PS3217V;Most important in my city: education and training;Plus important pour la ville: éducation et formation;Die wichtigsten Probleme in ihrer Stadt: Allgemeine und berufliche Bildung
PS3220V;Most important in my city: unemployment;Plus important pour la ville: chômage;Die wichtigsten Probleme in ihrer Stadt: Arbeitslosigkeit
PS3221V;Most important in my city: jobs creation / reduce unemployment;Plus important pour la ville: création d'emplois et réduire le chômage;Die wichtigsten Probleme in ihrer Stadt: Schaffung von Arbeitsplätzen und Abbau der Arbeitslosigkeit
PS3222V;Most important in my city: housing conditions;Plus important pour la ville: conditions de logement;Die wichtigsten Probleme in ihrer Stadt: Wohnungsbedingungen
PS3223V;Most important in my city: road infrastructure;Plus important pour la ville: infrastructure routière;Die wichtigsten Probleme in ihrer Stadt: Straßeninfrastruktur
PS3224V;Most important in my city: don't know / no answer;Plus important pour la ville: ne sait pas/sans réponse;Die wichtigsten Probleme in ihrer Stadt: Weiß nicht/keine Antwort
PS3230V;State of streets and buildings in my neighbourhood: very satisfied;L'état des rues et des bâtiments dans votre quartier: très satisfait;Zufriedenheit mit dem Zustand der Straßen und Gebäude in der Umgebung: sehr zufrieden
PS3231V;State of streets and buildings in my neighbourhood: rather satisfied;L'état des rues et des bâtiments dans votre quartier: plutôt satisfait;Zufriedenheit mit dem Zustand der Straßen und Gebäude in der Umgebung: eher zufrieden
PS3232V;State of streets and buildings in my neighbourhood: rather unsatisfied;L'état des rues et des bâtiments dans votre quartier: plutôt pas satisfait;Zufriedenheit mit dem Zustand der Straßen und Gebäude in der Umgebung: eher unzufrieden
PS3233V;State of streets and buildings in my neighbourhood: not at all satisfied;L'état des rues et des bâtiments dans votre quartier: pas satisfait du tout;Zufriedenheit mit dem Zustand der Straßen und Gebäude in der Umgebung: Überhaupt nicht zufrieden
PS3234V;State of streets and buildings in my neighbourhood: don't know / no answer;L'état des rues et des bâtiments dans votre quartier: ne sait pas/sans réponse;Zufriedenheit mit dem Zustand der Straßen und Gebäude in der Umgebung: Weiß nicht/keine Antwort
PS3250V;Availability of retail shops: very satisfied;La présence de commerces de proximité: très satisfait;Verfügbarkeit von Einzelhandelsgeschäften in der Stadt: sehr zufrieden
PS3251V;Availability of retail shops: rather satisfied;La présence de commerces de proximité: plutôt satisfait;Verfügbarkeit von Einzelhandelsgeschäften in der Stadt: eher zufrieden
PS3252V;Availability of retail shops: rather unsatisfied;La présence de commerces de proximité: plutôt pas satisfait;Verfügbarkeit von Einzelhandelsgeschäften in der Stadt: eher unzufrieden
PS3253V;Availability of retail shops: not at all satisfied;La présence de commerces de proximité: pas satisfait du tout;Verfügbarkeit von Einzelhandelsgeschäften in der Stadt: Überhaupt nicht zufrieden
PS3254V;Availability of retail shops: don't know / no answer;La présence de commerces de proximité: ne sait pas/sans réponse;Verfügbarkeit von Einzelhandelsgeschäften in der Stadt: Weiß nicht/keine Antwort
PS3260V;The quality of the air in the city: very satisfied;La qualité de l'air: très satisfait;Die Luftqualität in der Stadt: sehr zufrieden
PS3261V;The quality of the air in the city: rather satisfied;La qualité de l'air: plutôt satisfait;Die Luftqualität in der Stadt: Eher zufrieden
PS3262V;The quality of the air in the city: rather unsatisfied;La qualité de l'air: plutôt pas satisfait;Die Luftqualität in der Stadt: eher unzufrieden
PS3263V;The quality of the air in the city: not at all satisfied;La qualité de l'air: pas satisfait du tout;Die Luftqualität in der Stadt: Überhaupt nicht zufrieden
PS3264V;The quality of the air in the city: don't know / no answer;La qualité de l'air: ne sait pas/sans réponse;Die Luftqualität in der Stadt: Weiß nicht/keine Antwort
PS3270V;The noise level in the city: very satisfied;Le niveau de bruit: très satisfait;Der Lärmpegel in der Stadt: Sehr zufrieden
PS3271V;The noise level in the city: rather satisfied;Le niveau de bruit: plutôt satisfait;Der Lärmpegel in der Stadt: eher zufrieden
